"Código del artículo","Título","DOI o URL","Autor principal","Año de la publicación","Región geográfica  del estudio","Sitio del estudio (País, ciudad o ubicación geográfica)","Tipo de estudio","Grupo especifico poblacional","Periodos de estudio(Fechas)","Tiempo de duración del estudio","Fuente de información del incendio","Año/Periodo del incendio","Localización del incendio","Tipo de vegetación de la quema","Estacionalidad","Intensidad","Extensión (Área quemada)","Clasificación del area de extensión","Numero de incendios","Duración","Distancia al lugar de estudio","Metodología empleada para determinar la trayectoria del incendio","Métodos para establecer el transporte del contamiante","Metodología para establecer la relación entre el incendio contam","Contaminante medido(PM2,5 o  black carbon)","Nivel de exposición (Individual o poblacional)","Unidad de tiempo de medición de la exposición","Forma para establecer la exposición: Técnica de medición (Selecc","¿Cúal?","Tipo de modelación empleada (solo para las aproximaciones por mo","Técnica en función del sitio (en el caso de que sea modelación)","Fuente de información de la exposición (en caso de datos secunda","Concentración estudiada del contaminate","Unidad de análisis","Co-variables de ajuste de la exposición mod","Tamaño de la unidad de análisis","Tipo de evento (Seleccione la opción)","Identificación de casos del evento (morbilidad)","Unidad de tiempo de medición del evento","Fuentes de 0ormación en salud","Tipo de fuente de información en salud (Seleccione la opción )","Método estadístico de análsis usado para establecer la relacion","Edades-Grupos etarios","Evento en salud","Clasificación CIE (Si lo hay)","Código de la CIE (Si lo hay)","Tipo de medida de asociación epidemiologica","Otro (Tipo de medida de asociación epidemiologica)","Co-variables de ajuste","Resultados ajustados","Intervalo de confianza inicio","Intervalo de confianza final","Caracteristicas adicionales del resultado","Temporalidad del rezago","Rezago puntual","Períodos de rezago acumulado","Observaciones"
"PM AME 020","","10.1016/j.envint.2019.04.040","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Asma","CIE-9","493","RR","","índice de calor diario","1.140","1.082","1.201","Hospitalización; durante el incendio","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.041","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Epoc","CIE-9","496,491-492","RR","","índice de calor diario","1.042","1.002","1.084","Hospitalización; durante el incendio","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.042","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Neumonía","CIE-9","480-486","RR","","índice de calor diario","1.018","0.986","1.051","Hospitalización; durante el incendio","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.043","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Bronquitis aguda","CIE-9","466","RR","","índice de calor diario","0.887","0.746","1.055","Hospitalización; durante el incendio","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.044","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Infecciones respiratorias agudas","CIE-9","460-465","RR","","índice de calor diario","0.922","0.812","1.047","Hospitalización; durante el incendio","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.045","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Respiratorio combinado","CIE-9","S.I","RR","","índice de calor diario","1.013","0.929","1.105","Hospitalización; después del incendio","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.046","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Asma","CIE-9","493","RR","","índice de calor diario","0.989","0.821","1.192","Hospitalización; después del incendio","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.047","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Epoc","CIE-9","496,491-492","RR","","índice de calor diario","1.123","0.953","1.323","Hospitalización; después del incendio","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.048","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Neumonía","CIE-9","480-486","RR","","índice de calor diario","1.020","0.908","1.145","Hospitalización; después del incendio","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.049","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Bronquitis aguda","CIE-9","466","RR","","índice de calor diario","1.098","0.695","1.734","Hospitalización; después del incendio","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.050","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Infecciones respiratorias agudas","CIE-9","460-465","RR","","índice de calor diario","0.612","0.389","0.962","Hospitalización; después del incendio","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.033","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Respiratorio combinado","CIE-9","S.I","RR","","índice de calor diario","0.99","0.953","1.029","Urgencias; antes del incendio","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.034","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Asma","CIE-9","493","RR","","índice de calor diario","1.072","0.980","1.172","Urgencias; antes del incendio","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.035","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Epoc","CIE-9","496,491-492","RR","","índice de calor diario","0.953","0.833","1.091","Urgencias; antes del incendio","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.036","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Neumonía","CIE-9","480-486","RR","","índice de calor diario","0.907","0.834","0.988","Urgencias; antes del incendio","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.037","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Bronquitis aguda","CIE-9","466","RR","","índice de calor diario","1.132","0.980","1.307","Urgencias; antes del incendio","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.038","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Infecciones respiratorias agudas","CIE-9","460-465","RR","","índice de calor diario","0.928","0.87","0.990","Urgencias; antes del incendio","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.039","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Respiratorio combinado","CIE-9","S.I","RR","","índice de calor diario","1.035","1.024","1.045","Urgencias; durante el incendio","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.040","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Asma","CIE-9","493","RR","","índice de calor diario","1.115","1.090","1.140","Urgencias; durante el incendio","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.041","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Epoc","CIE-9","496,491-492","RR","","índice de calor diario","1.054","1.023","1.085","Urgencias; durante el incendio","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.042","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Neumonía","CIE-9","480-486","RR","","índice de calor diario","1.010","0.985","1.035","Urgencias; durante el incendio","Día","","",""
"PM AME 013","","https://doi.org/10.1371/journal.pmed.1002601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-64","Disritmia","CIE-9","426-427","RR","","Temperatura diaria; humedad relativa","0.93","0.52","1.67","Urgencias; 27 -31 de octubre","Día","","",""
"PM AME 013","","https://doi.org/10.1371/journal.pmed.1002601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-64","Accidente cerebrovascular","CIE-9","430-438","RR","","Temperatura diaria; humedad relativa","1.29","0.67","2.48","Urgencias; 27 -31 de octubre","Día","","",""
"PM AME 013","","https://doi.org/10.1371/journal.pmed.1002601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-64","Enfermedades de la circulación periférica","CIE-9","450-459","RR","","Temperatura diaria; humedad relativa","0.76","0.34","1.53","Urgencias; 27 -31 de octubre","Día","","",""
"PM AME 013","","https://doi.org/10.1371/journal.pmed.1002601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-64","Infección de las vías respiratorias superiores","CIE-9","460-464","RR","","Temperatura diaria; humedad relativa","1.09","0.83","1.44","Urgencias; 27 -31 de octubre","Día","","",""
"PM AME 013","","https://doi.org/10.1371/journal.pmed.1002601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-64","Bronquitis aguda","CIE-9","466","RR","","Temperatura diaria; humedad relativa","1.01","0.56","1.82","Urgencias; 27 -31 de octubre","Día","","",""
"PM AME 013","","https://doi.org/10.1371/journal.pmed.1002601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-64","Neumonía","CIE-9","480-487","RR","","Temperatura diaria; humedad relativa","1.44","0.86","2.41","Urgencias; 27 -31 de octubre","Día","","",""
"PM AME 013","","https://doi.org/10.1371/journal.pmed.1002601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-64","Bronquitis (sin especificar)","CIE-9","490","RR","","Temperatura diaria; humedad relativa","0.67","0.23","1.57","Urgencias; 27 -31 de octubre","Día","","",""
"PM AME 013","","https://doi.org/10.1371/journal.pmed.1002601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-64","EPOC","CIE-9","491, 492, 496","RR","","Temperatura diaria; humedad relativa","1.19","0.69","2.03","Urgencias; 27 -31 de octubre","Día","","",""
"PM AME 013","","https://doi.org/10.1371/journal.pmed.1002601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-64","Asma","CIE-9","493","RR","","Temperatura diaria; humedad relativa","1.21","0.87","1.70","Urgencias; 27 -31 de octubre","Día","","",""
"PM AME 013","","https://doi.org/10.1371/journal.pmed.1002601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-64","Síntomas respiratorios","CIE-9","786","RR","","Temperatura diaria; humedad relativa","1.05","0.88","1.25","Urgencias; 27 -31 de octubre","Día","","",""
"PM AME 013","","https://doi.org/10.1371/journal.pmed.1002601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-64","Índice respiratorio","S.I","S.I","RR","","Temperatura diaria; humedad relativa","1.05","0.87","1.27","Hospitalización; 27 -31 de octubre","Día","","",""
"PM AME 013","","https://doi.org/10.1371/journal.pmed.1002601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-64","Índice cardiovascular","S.I","S.I","RR","","Temperatura diaria; humedad relativa","0.80","0.62","1.03","Hospitalización; 27 -31 de octubre","Día","","",""
"PM AME 013","","https://doi.org/10.1371/journal.pmed.1002601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-64","Insuficiencia cardíaca congestiva","CIE-9","402-428","RR","","Temperatura diaria; humedad relativa","0.99","0.63","1.57","Hospitalización; 27 -31 de octubre","Día","","",""
"PM AME 013","","https://doi.org/10.1371/journal.pmed.1002601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-64","Cardiopatía isquémica","CIE-9","410-414","RR","","Temperatura diaria; humedad relativa","0.85","0.53","1.35","Hospitalización; 27 -31 de octubre","Día","","",""
"PM AME 013","","https://doi.org/10.1371/journal.pmed.1002601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-64","Disritmia","CIE-9","426-427","RR","","Temperatura diaria; humedad relativa","0.46","0.22","0.87","Hospitalización; 27 -31 de octubre","Día","","",""
"PM AME 013","","https://doi.org/10.1371/journal.pmed.1002601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-64","Accidente cerebrovascular","CIE-9","430-438","RR","","Temperatura diaria; humedad relativa","0.53","0.29","0.99","Hospitalización; 27 -31 de octubre","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.043","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Bronquitis aguda","CIE-9","466","RR","","índice de calor diario","1.035","0.997","1.074","Urgencias; durante el incendio","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.044","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Infecciones respiratorias agudas","CIE-9","460-465","RR","","índice de calor diario","0.997","0.98","1.015","Urgencias; durante el incendio","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.045","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Respiratorio combinado","CIE-9","S.I","RR","","índice de calor diario","0.985","0.943","1.029","Urgencias: después del incendio","Día","","",""
"PM AME 020","","10.1016/j.envint.2019.04.046","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Todas las edades","Asma","CIE-9","493","RR","","índice de calor diario","0.921","0.845","1.005","Urgencias: después del incendio","Día","","",""
